medicare_provider_number,is_hospital_a_critical_access_hospital_y_n,hospital_compare_star_rating_october_na_not_available,number_of_outpatient_services,total_private_allowed_amount_for_outpatient_services_millions,simulated_medicare_allowed_amount_for_outpatient_services_millions,relative_price_for_outpatient_services,standardized_price_per_outpatient_service,number_of_inpatient_stays,total_private_allowed_amount_for_inpatient_services_millions,simulated_medicare_allowed_amount_for_inpatient_services_millions,relative_price_for_inpatient_services,standardized_price_per_inpatient_stay,total_private_allowed_amount_for_inpatient_and_outpatient_services_millions,simulated_medicare_allowed_amount_for_inpatient_and_outpatient_services_millions,relative_price_for_professional_inpatient_and_outpatient_services,relative_price_for_inpatient_facility_services,relative_price_for_outpatient_facility_services,relative_price_for_inpatient_and_outpatient_services,total_private_allowed_amount_for_facility_inpatient_and_outpatient_services_millions,simulated_medicare_allowed_amount_for_facility_inpatient_and_outpatient_services_millions,total_private_allowed_amount_for_professional_inpatient_and_outpatient_services_millions,simulated_medicare_allowed_amount_for_professional_inpatient_and_outpatient_services_millions
331303,Y,NA,14,0.02,0.01,1.66,393.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7076165052,NA,NA,NA,NA,NA
331304,Y,NA,11,0.02,0.03,0.81,365.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8001268926,NA,NA,NA,NA,NA
331313,Y,NA,12,0.01,0.01,1.31,287.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2247016783,NA,NA,NA,NA,NA
331314,Y,3,22,0.02,0.01,1.25,156.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2571347485,NA,NA,NA,NA,NA
331317,Y,3,15,0.02,0.01,1.85,312.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8930904887,NA,NA,NA,NA,NA
340001,N,2,212,0.75,0.19,3.99,369.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7204538298,NA,NA,NA,NA,NA
340002,N,5,212,0.83,0.24,3.51,317.91,21,0.56,0.2,2.83,20544,1.4,0.44,1.49,3.0613447857,4.0573906855,3.2,1.28,0.36,0.12,0.08
340003,N,4,33,0.06,0.02,2.91,278.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6018900673,NA,NA,NA,NA,NA
340004,N,2,83,0.27,0.08,3.52,329.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1942373972,NA,NA,NA,NA,NA
340008,N,3,25,0.03,0.01,2.35,197.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.508526776,NA,NA,NA,NA,NA
340010,N,2,29,0.05,0.01,3.56,337.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1300091182,NA,NA,NA,NA,NA
340014,N,3,170,0.47,0.13,3.77,332.24,25,0.48,0.18,2.69,19892,0.95,0.3,1.79,2.8641926928,4.2795690082,3.14,0.85,0.25,0.09,0.05
340015,N,1,43,0.16,0.05,3.35,327.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0035709354,NA,NA,NA,NA,NA
340016,N,1,26,0.06,0.02,4.13,372.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7889614801,NA,NA,NA,NA,NA
340017,N,3,75,0.17,0.06,3.13,285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6481814597,NA,NA,NA,NA,NA
340020,N,2,27,0.07,0.03,2.7,261.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.155434848,NA,NA,NA,NA,NA
340023,N,4,76,0.17,0.05,3.17,299.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7892162373,NA,NA,NA,NA,NA
340024,N,2,15,0.02,0.01,2.04,187.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1843945038,NA,NA,NA,NA,NA
340027,N,1,16,0.03,0.01,3.66,365.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2467505412,NA,NA,NA,NA,NA
340028,N,3,80,0.24,0.06,4.39,393.17,15,0.34,0.14,2.4,19965,0.59,0.2,1.58,2.5775772066,5.1029134238,2.96,0.53,0.16,0.05,0.03
340030,N,4,1480,4.86,1.48,3.28,297.44,122,4.76,2.42,1.97,24209,9.62,3.9,2.27,1.9563624264,3.5084756886,2.46,8.23,3.29,1.38,0.61
340032,N,2,132,0.4,0.15,2.64,235.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7712929453,NA,NA,NA,NA,NA
340039,N,3,45,0.19,0.06,3.02,276.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3265972622,NA,NA,NA,NA,NA
340040,N,3,359,1.25,0.32,3.97,364.37,80,2.84,0.99,2.88,28682,4.09,1.3,1.99,2.9396655498,4.5901069422,3.14,3.79,1.15,0.3,0.15
340041,N,2,12,0.04,0.01,3.36,261.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6247380363,NA,NA,NA,NA,NA
340042,N,2,111,0.31,0.08,3.87,349.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2804748261,NA,NA,NA,NA,NA
340047,N,3,278,0.71,0.23,3.09,228.93,35,1.06,0.76,1.4,23255,1.77,0.99,2.02,1.3551320211,3.3578816823,1.79,1.58,0.89,0.2,0.1
340049,N,NA,17,0.12,0.09,1.45,129.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.381072107,NA,NA,NA,NA,NA
340050,N,2,78,0.65,0.13,4.9,789.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5549693156,NA,NA,NA,NA,NA
340051,N,4,74,0.23,0.07,3.34,325.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6483167139,NA,NA,NA,NA,NA
340053,N,3,359,1.37,0.46,3.01,256.89,62,1.25,0.58,2.16,17953,2.62,1.04,1.48,2.3717083264,3.389596119,2.53,2.3,0.82,0.32,0.22
340060,N,3,15,0.03,0.01,3.29,245.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5858817477,NA,NA,NA,NA,NA
340061,N,3,658,2.33,0.71,3.26,298.87,84,2.24,1.31,1.71,19655,4.57,2.03,2.37,1.6235342504,3.5468682495,2.25,3.89,1.74,0.68,0.28
340064,N,3,19,0.05,0.01,3.61,385.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0110917293,NA,NA,NA,NA,NA
340069,N,3,707,2.32,0.65,3.6,350.59,82,1.77,0.86,2.07,18916,4.09,1.5,1.89,2.1925851054,4.0439817181,2.72,3.49,1.19,0.6,0.32
340070,N,1,145,0.33,0.1,3.4,316.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7827558387,NA,NA,NA,NA,NA
340071,N,2,48,0.08,0.02,4.18,455.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3784073051,NA,NA,NA,NA,NA
340073,N,4,259,0.92,0.3,3.04,287.82,26,1.18,0.46,2.58,20062,2.1,0.76,2,2.7394715491,3.3083616174,2.76,1.78,0.6,0.31,0.16
340075,N,3,22,0.14,0.02,5.79,533.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0997108458,NA,NA,NA,NA,NA
340085,N,3,11,0.03,0.01,1.88,99.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6585777632,NA,NA,NA,NA,NA
340087,N,3,15,0.01,0,3.95,341.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5528864326,NA,NA,NA,NA,NA
340090,N,4,76,0.22,0.06,3.7,365.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.966596269,NA,NA,NA,NA,NA
340091,N,5,308,0.86,0.27,3.24,289.99,40,0.87,0.4,2.15,17829,1.73,0.67,1.83,2.2232929881,3.6610298846,2.58,1.49,0.54,0.24,0.13
340096,N,4,14,0.03,0.01,3.67,305.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1354614858,NA,NA,NA,NA,NA
340098,N,3,236,0.9,0.21,4.23,398.7,36,0.77,0.33,2.35,16717,1.67,0.54,1.88,2.476936128,4.9596645368,3.09,1.47,0.43,0.21,0.11
340099,N,2,47,0.09,0.03,2.77,241.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.056760313,NA,NA,NA,NA,NA
340107,N,3,691,2.52,0.5,5.07,463.44,36,1.07,0.29,3.67,27753,3.58,0.79,1.44,4.2764790662,6.1346593353,4.55,3.34,0.62,0.25,0.17
340109,N,1,40,0.1,0.03,3.48,369.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3232564715,NA,NA,NA,NA,NA
340113,N,3,433,2.23,0.56,3.97,365.72,67,2.71,0.96,2.81,31048,4.94,1.52,1.95,2.9501423851,4.5825716471,3.24,4.43,1.26,0.51,0.26
340114,N,4,509,1.54,0.56,2.75,263.91,114,2.3,0.91,2.54,20008,3.84,1.47,1.77,2.7910426541,2.9070668778,2.62,3.31,1.17,0.53,0.3
340115,N,4,82,0.22,0.06,3.55,329.93,11,0.22,0.11,2.06,15555,0.44,0.17,1.67,2.1831304984,4.0182943595,2.61,0.38,0.14,0.05,0.03
340116,N,3,30,0.08,0.03,2.89,287.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3872181934,NA,NA,NA,NA,NA
340123,N,3,17,0.02,0.01,1.75,145.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6858141146,NA,NA,NA,NA,NA
340126,N,3,189,0.57,0.15,3.84,350.1,18,0.26,0.15,1.76,11348,0.83,0.3,1.65,1.764062399,4.4699249592,2.8,0.76,0.25,0.07,0.04
340127,N,2,23,0.03,0.01,2.57,233.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7215691532,NA,NA,NA,NA,NA
340129,N,2,79,0.21,0.06,3.26,289.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6421342798,NA,NA,NA,NA,NA
340130,N,1,101,0.28,0.06,4.51,441.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4122168238,NA,NA,NA,NA,NA
340131,N,5,78,0.34,0.12,2.83,262.11,15,0.33,0.17,1.9,16471,0.67,0.29,1.6,2.0181781231,3.0520886315,2.28,0.59,0.24,0.08,0.05
340132,N,2,35,0.1,0.02,4.23,387.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.927111136,NA,NA,NA,NA,NA
340141,N,3,424,1.17,0.42,2.75,253.56,59,1.23,0.66,1.85,16500,2.39,1.09,1.71,1.8909153387,3.0052559259,2.2,2.09,0.91,0.3,0.17
340142,N,4,98,0.31,0.07,4.21,422.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1010802167,NA,NA,NA,NA,NA
340143,N,3,58,0.16,0.05,3.16,284.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4933217359,NA,NA,NA,NA,NA
340144,N,3,26,0.03,0.02,1.32,97.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2829110162,NA,NA,NA,NA,NA
340145,N,4,45,0.19,0.04,4.39,426.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.167595982,NA,NA,NA,NA,NA
340147,N,1,1992,4.7,1.68,2.79,258.36,97,1.41,0.71,2,14166,6.11,2.39,1.78,2.0855304332,3.0655936654,2.56,5.25,1.91,0.85,0.48
340151,N,2,242,0.45,0.15,3.04,279.81,16,0.18,0.1,1.69,12150,0.62,0.25,1.31,1.7599910725,3.5464049994,2.48,0.56,0.2,0.06,0.05
340155,N,5,80,0.27,0.07,4.03,422.68,12,0.2,0.12,1.73,13761,0.48,0.19,1.63,1.7738120118,5.0144399263,2.57,0.41,0.15,0.06,0.04
340158,N,3,183,0.57,0.16,3.58,304.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0375826293,NA,NA,NA,NA,NA
340166,N,3,208,0.68,0.17,3.9,365.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5927353934,NA,NA,NA,NA,NA
340171,N,5,128,0.56,0.17,3.34,269.15,77,1.12,0.55,2.03,15152,1.69,0.72,1.75,2.1217652856,3.6734728089,2.34,1.43,0.57,0.26,0.15
340173,N,3,177,0.59,0.17,3.47,337.79,27,0.38,0.19,2,14609,0.97,0.36,1.69,2.1587177113,3.9850842472,2.7,0.83,0.28,0.14,0.08
340183,N,4,163,0.54,0.15,3.7,335.65,40,0.92,0.45,2.04,16764,1.46,0.6,1.6,2.1761016904,4.2529756961,2.45,1.27,0.48,0.19,0.12
340184,N,4,16,0.03,0.01,2.92,280.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2551758057,NA,NA,NA,NA,NA
341311,Y,NA,17,0.04,0.02,2.39,268.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.330977089,NA,NA,NA,NA,NA
341318,Y,4,15,0.03,0.01,2.33,516.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3929705357,NA,NA,NA,NA,NA
341322,Y,4,12,0.01,0.01,2.36,364.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3610519647,NA,NA,NA,NA,NA
341324,Y,3,174,0.4,0.2,2.02,496.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0616375914,NA,NA,NA,NA,NA
341327,Y,4,96,0.2,0.1,2.1,250.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.190769786,NA,NA,NA,NA,NA
341328,Y,3,15,0.07,0.03,2.43,437.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5337546583,NA,NA,NA,NA,NA
341329,Y,4,13,0.03,0.01,2.14,227.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2267087699,NA,NA,NA,NA,NA
360001,N,4,661,1.97,0.76,2.58,242.63,87,1.49,0.79,1.9,14967,3.46,1.55,1.29,2.0737288684,2.9251812902,2.23,3.05,1.23,0.41,0.32
360002,N,4,41,0.08,0.03,3.02,273.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4409191061,NA,NA,NA,NA,NA
360003,N,2,2691,5.85,2.63,2.22,216.29,248,11.72,4.92,2.38,28581,17.57,7.54,1.49,2.455608262,2.4035896403,2.33,16.26,6.67,1.31,0.88
360006,N,4,525,1.76,0.58,3.02,297.36,103,2.39,1.04,2.3,18917,4.14,1.62,1.21,2.5904382942,3.5261516057,2.56,3.74,1.28,0.41,0.34
360008,N,3,723,2.04,0.57,3.56,336.67,47,1.33,0.51,2.6,21864,3.38,1.09,1.07,2.7687780164,4.2444097322,3.11,3.19,0.91,0.19,0.17
360009,N,2,60,0.16,0.04,3.79,327.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4182367651,NA,NA,NA,NA,NA
360010,N,3,16,0.01,0.01,2.36,195.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5746327179,NA,NA,NA,NA,NA
360011,N,2,209,0.68,0.18,3.75,352.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3441864562,NA,NA,NA,NA,NA
360012,N,3,430,1.03,0.32,3.25,318.52,41,0.56,0.26,2.11,16648,1.58,0.58,1.37,2.2866581594,3.7627266705,2.73,1.43,0.47,0.16,0.11
360013,N,3,45,0.08,0.03,2.5,226.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.731466525,NA,NA,NA,NA,NA
360014,N,4,96,0.17,0.05,3.44,353.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1894182112,NA,NA,NA,NA,NA
360016,N,4,566,1.45,0.63,2.3,227.43,47,1.31,0.52,2.52,19153,2.76,1.15,1.41,2.6290065492,2.58427813,2.4,2.48,0.95,0.28,0.2
360017,N,2,540,1.65,0.44,3.71,359.07,27,0.94,0.36,2.63,21985,2.59,0.8,1.63,2.8678394607,4.2398739029,3.23,2.35,0.65,0.24,0.15
360020,N,3,138,0.2,0.08,2.52,232.28,12,0.14,0.11,1.27,10572,0.34,0.19,1.27,1.3050518054,2.8769788538,1.79,0.3,0.16,0.04,0.03
360025,N,4,227,0.39,0.16,2.46,220.22,11,0.11,0.07,1.48,10347,0.5,0.23,1.56,1.4509935945,2.7185399442,2.14,0.43,0.19,0.07,0.04
360026,N,3,65,0.08,0.02,3.97,355.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.519868177,NA,NA,NA,NA,NA
360027,N,3,123,0.2,0.08,2.49,221.8,17,0.22,0.15,1.54,12651,0.42,0.22,1.52,1.5816071304,2.6523147194,1.87,0.36,0.19,0.06,0.04
360029,N,3,96,0.19,0.07,2.9,270.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3845731674,NA,NA,NA,NA,NA
360032,N,4,29,0.03,0.01,3.69,377.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4484175356,NA,NA,NA,NA,NA
360035,N,2,575,1.69,0.59,2.89,259.18,62,1.38,0.55,2.5,19373,3.07,1.14,1.48,2.645668113,3.2244550922,2.7,2.81,0.96,0.27,0.18
360036,N,4,37,0.06,0.04,1.5,130.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5232349485,NA,NA,NA,NA,NA
360039,N,4,104,0.17,0.06,2.62,261.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9617786787,NA,NA,NA,NA,NA
360040,N,2,115,0.28,0.08,3.7,341.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.394595015,NA,NA,NA,NA,NA
360041,N,5,38,0.05,0.04,1.34,123.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4479105597,NA,NA,NA,NA,NA
360044,N,4,45,0.12,0.03,3.94,407.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16344834,NA,NA,NA,NA,NA
360046,N,3,258,0.35,0.14,2.56,267.27,15,0.2,0.14,1.44,12255,0.55,0.28,1.21,1.4639577776,3.1521198864,1.99,0.48,0.22,0.07,0.06
360048,N,1,199,0.22,0.16,1.37,113.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4165674922,NA,NA,NA,NA,NA
360051,N,5,551,1.16,0.42,2.75,252.15,53,1.67,0.67,2.48,20712,2.84,1.1,1.31,2.6701702943,3.1675107178,2.58,2.59,0.91,0.25,0.19
360052,N,NA,149,0.28,0.11,2.46,226.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6902975981,NA,NA,NA,NA,NA
360054,N,2,43,0.06,0.01,4.4,377.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7801311866,NA,NA,NA,NA,NA
360056,N,3,751,1.91,0.72,2.67,248.48,68,1.21,0.58,2.09,15090,3.12,1.29,1.48,2.206017125,3.0270969216,2.41,2.74,1.04,0.38,0.26
360058,N,4,26,0.03,0.01,3.65,313.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2832514437,NA,NA,NA,NA,NA
360059,N,2,93,0.11,0.05,2.31,205.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5997172405,NA,NA,NA,NA,NA
360064,N,2,22,0.05,0.02,2.01,169.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1444030602,NA,NA,NA,NA,NA
360065,N,4,474,0.96,0.34,2.84,256.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1898532346,NA,NA,NA,NA,NA
360066,N,5,153,0.38,0.1,3.85,340.56,29,0.64,0.32,2.02,14738,1.02,0.41,1.28,2.1620176758,4.3720221641,2.46,0.94,0.35,0.08,0.06
360068,N,5,590,0.63,0.3,2.07,185.88,76,1.05,0.67,1.58,12401,1.68,0.97,1.18,1.6499599228,2.2903008286,1.73,1.5,0.82,0.18,0.15
360070,N,4,71,0.07,0.04,1.7,141.13,22,0.26,0.2,1.28,9822,0.33,0.24,0.95,1.3830989729,1.7748882145,1.36,0.28,0.2,0.04,0.05
360071,N,3,54,0.09,0.03,2.94,277.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4529582083,NA,NA,NA,NA,NA
360072,N,3,210,0.45,0.17,2.64,247.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0466533992,NA,NA,NA,NA,NA
360074,N,3,181,0.26,0.11,2.38,220.54,29,0.43,0.23,1.88,13416,0.68,0.33,1.18,2.0422956847,2.6295887772,2.04,0.61,0.28,0.07,0.06
360075,N,4,32,0.06,0.02,2.66,269.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1300403093,NA,NA,NA,NA,NA
360076,N,4,371,0.76,0.28,2.68,247.34,25,0.4,0.17,2.34,17792,1.17,0.46,1.44,2.5764390638,2.9819978786,2.55,1.04,0.37,0.13,0.09
360077,N,4,64,0.21,0.06,3.27,302.96,20,0.19,0.16,1.19,10475,0.4,0.22,1.78,1.0518237654,3.6072716543,1.79,0.31,0.17,0.09,0.05
360078,N,2,217,0.31,0.13,2.44,218.29,15,0.15,0.08,1.79,11980,0.46,0.21,1.51,1.8804092746,2.6877028723,2.18,0.4,0.17,0.06,0.04
360079,N,3,412,1.11,0.44,2.49,233.53,41,0.95,0.42,2.25,18988,2.06,0.87,1.36,2.4778063716,2.7760429692,2.37,1.82,0.69,0.23,0.17
360081,N,2,158,0.19,0.07,2.95,261.66,16,0.16,0.1,1.59,10833,0.35,0.16,1.67,1.5990630679,3.2734696163,2.14,0.31,0.14,0.04,0.02
360084,N,3,34,0.04,0.02,1.7,152.16,17,0.18,0.16,1.09,10218,0.22,0.19,1.02,1.1152967149,1.8025679297,1.17,0.18,0.15,0.04,0.04
360085,N,4,713,1.36,0.61,2.24,231.77,82,3.07,1.24,2.47,23449,4.43,1.85,1.38,2.6187751735,2.5238003612,2.4,4.01,1.55,0.41,0.3
360086,N,2,89,0.17,0.06,2.69,240.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9406765464,NA,NA,NA,NA,NA
360087,N,5,13,0.06,0.02,2.5,211.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5145708653,NA,NA,NA,NA,NA
360089,N,5,42,0.12,0.03,4.28,389.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0847846792,NA,NA,NA,NA,NA
360090,N,3,207,0.24,0.16,1.54,141.27,16,0.29,0.17,1.71,14220,0.53,0.33,1.03,1.8163859371,1.6956141951,1.63,0.47,0.27,0.06,0.06
360091,N,2,25,0.08,0.02,3.16,282.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3548554652,NA,NA,NA,NA,NA
360092,N,4,90,0.22,0.06,3.42,332.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1453994906,NA,NA,NA,NA,NA
360095,N,4,98,0.24,0.08,2.96,266.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3052747279,NA,NA,NA,NA,NA
360098,N,2,46,0.06,0.02,2.51,224.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7225619594,NA,NA,NA,NA,NA
360107,N,4,101,0.15,0.06,2.25,215.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3791083741,NA,NA,NA,NA,NA
360112,N,3,229,0.44,0.17,2.55,225.98,27,0.45,0.3,1.5,13362,0.89,0.47,1.29,1.5575450526,2.7986920901,1.88,0.8,0.4,0.09,0.07
360118,N,3,104,0.27,0.1,2.73,240.57,11,0.09,0.06,1.59,11585,0.37,0.16,1.6,1.6000744417,2.9560664755,2.3,0.33,0.13,0.04,0.03
360121,N,3,14,0.06,0.02,3.15,278.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4252691852,NA,NA,NA,NA,NA
360123,N,5,46,0.06,0.03,2.34,224.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6367925782,NA,NA,NA,NA,NA
360125,N,1,15,0.01,0,1.79,187.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7783395409,NA,NA,NA,NA,NA
360131,N,3,18,0.01,0.01,1.75,146.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.918177415,NA,NA,NA,NA,NA
360132,N,3,76,0.16,0.06,2.71,245.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0207089632,NA,NA,NA,NA,NA
360133,N,4,417,0.76,0.3,2.54,232.73,34,0.84,0.36,2.34,18889,1.6,0.66,1.32,2.4663488458,2.9105628865,2.43,1.46,0.55,0.15,0.11
360134,N,4,1796,3.69,1.74,2.12,211.38,307,6.48,3.03,2.14,20594,10.17,4.77,1.16,2.388926674,2.5356144334,2.13,8.86,3.63,1.31,1.13
360137,N,4,269,0.64,0.17,3.7,345.8,17,0.87,0.26,3.33,40656,1.51,0.43,1.64,3.5998898075,4.2179321431,3.48,1.39,0.36,0.11,0.07
360143,N,5,37,0.23,0.07,3.2,278.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4040751556,NA,NA,NA,NA,NA
360144,N,4,20,0.11,0.03,4.14,347.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8962765545,NA,NA,NA,NA,NA
360145,N,4,43,0.05,0.02,2.66,260.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9653664701,NA,NA,NA,NA,NA
360147,N,3,96,0.21,0.06,3.42,303.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0349857635,NA,NA,NA,NA,NA
360150,N,3,27,0.03,0.01,2.62,243.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0144013374,NA,NA,NA,NA,NA
360152,N,3,170,0.52,0.15,3.4,312.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9433234049,NA,NA,NA,NA,NA
360155,N,5,62,0.12,0.04,2.72,256.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0656046843,NA,NA,NA,NA,NA
360156,N,4,45,0.06,0.02,2.97,260.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3960644773,NA,NA,NA,NA,NA
360159,N,4,88,0.21,0.06,3.32,288.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6707696668,NA,NA,NA,NA,NA
360161,N,4,23,0.03,0.02,2.02,185.74,30,0.36,0.25,1.49,12718,0.4,0.26,0.95,1.6335528868,2.3608541728,1.52,0.34,0.2,0.05,0.06
360163,N,5,3664,10.23,4.35,2.35,214.45,385,8.5,4.4,1.93,15944,18.73,8.75,1.19,2.1382500538,2.6154043307,2.14,16.66,7.02,2.07,1.74
360170,N,3,72,0.26,0.06,4.1,437.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.198515611,NA,NA,NA,NA,NA
360172,N,4,31,0.05,0.01,3.8,336.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5061029506,NA,NA,NA,NA,NA
360174,N,2,114,0.23,0.09,2.62,237.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9004491248,NA,NA,NA,NA,NA
360175,N,2,104,0.19,0.06,3.11,295.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4622461163,NA,NA,NA,NA,NA
360179,N,3,2165,4.14,2,2.07,201.67,201,3.42,1.48,2.31,18966,7.56,3.49,1.19,2.5633644063,2.4085338137,2.17,6.56,2.65,1,0.84
360180,N,5,3772,9.19,2.8,3.29,297.46,239,13.89,5,2.78,27094,23.08,7.8,2.57,2.8302526933,3.4352383737,2.96,20.08,6.63,3,1.17
360189,N,3,15,0.02,0,3.69,408.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.514056619,NA,NA,NA,NA,NA
360192,N,4,45,0.1,0.04,2.63,226.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8380315753,NA,NA,NA,NA,NA
360197,N,3,44,0.09,0.02,3.62,382.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.113018022,NA,NA,NA,NA,NA
360203,N,3,22,0.09,0.03,2.75,256.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2976873618,NA,NA,NA,NA,NA
360210,N,5,320,0.69,0.2,3.52,352.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.060354417,NA,NA,NA,NA,NA
